1,193,0
1,193,1
1,193,2
1,193,3
1,193,4
1,193,5
1,141,0
1,141,1
1,141,2
1,141,3
1,141,4
1,262,0
1,262,1
1,262,2
1,262,3
1,262,4
1,262,5
1,262,6
1,262,7
1,262,8
1,262,9
1,262,10
1,262,11
1,262,12
1,262,13
1,262,14
1,262,15
1,262,16
1,262,17
1,262,18
1,62,0
1,62,1
1,62,2
1,62,3
1,62,4
1,62,5
1,62,6
1,62,7
1,62,8
1,62,9
1,62,10
1,62,11
1,62,12
1,62,13
1,62,14
1,62,15
1,62,16
1,62,17
1,62,18
1,62,19
1,46,0
1,46,1
1,46,2
1,46,3
1,152,0
1,152,1
1,152,2
1,152,3
1,152,4
1,152,5
1,152,6
1,152,7
1,152,8
1,152,9
1,152,10
1,152,11
1,152,12
1,57,0
1,57,1
1,57,2
1,57,3
1,57,4
1,57,5
1,57,6
1,15,0
1,15,1
1,15,2
1,15,3
1,15,4
1,186,0
1,186,1
1,186,2
1,186,3
1,186,4
1,186,5
1,60,0
1,60,1
1,60,2
1,60,3
1,60,4
1,60,5
1,60,6
1,60,7
1,60,8
1,60,9
1,60,10
1,60,11
1,60,12
1,60,13
1,60,14
1,60,15
1,60,16
1,60,17
1,60,18
1,60,19
1,60,20
1,60,21
1,60,22
1,60,23
1,60,24
1,60,25
1,60,26
1,60,27
1,60,28
1,60,29
1,60,30
1,60,31
1,60,32
1,60,33
1,60,34
1,60,35
1,60,36
1,60,37
1,60,38
1,60,39
1,60,40
1,60,41
1,60,42
1,60,43
1,60,44
1,60,45
1,60,46
1,60,47
1,60,48
1,60,49
1,60,50
1,60,51
1,60,52
1,60,53
1,60,54
1,60,55
1,60,56
1,60,57
1,60,58
1,60,59
1,60,60
1,60,61
1,60,62
1,60,63
1,60,64
1,60,65
1,60,66
1,60,67
1,60,68
1,60,69
1,60,70
1,60,71
1,60,72
1,60,73
1,60,74
1,60,75
1,60,76
1,60,77
1,60,78
1,60,79
1,60,80
1,60,81
1,60,82
1,60,83
1,60,84
1,60,85
1,60,86
1,60,87
1,60,88
1,60,89
1,60,90
1,60,91
1,60,92
1,60,93
1,60,94
1,60,95
1,60,96
1,60,97
1,60,98
1,60,99
1,60,100
1,60,101
1,60,102
1,60,103
1,60,104
1,60,105
1,60,106
1,60,107
1,60,108
1,278,0
1,278,1
1,278,2
1,245,0
1,245,1
1,245,2
1,75,0
1,75,1
1,75,2
1,104,0
1,184,0
1,184,1
1,184,2
1,184,3
1,184,4
1,184,5
1,52,0
1,52,1
1,91,0
1,91,1
1,91,2
1,91,3
1,91,4
1,91,5
1,91,6
1,91,7
1,91,8
1,274,0
1,274,1
1,274,2
1,274,3
1,274,4
1,274,5
1,274,6
1,274,7
1,274,8
1,274,9
1,274,10
1,288,0
1,288,1
1,288,2
1,6,0
1,6,1
1,6,2
1,6,3
1,6,4
1,6,5
1,6,6
1,6,7
1,6,8
1,6,9
1,6,10
1,6,11
1,6,12
1,6,13
1,6,14
1,6,15
1,6,16
1,6,17
1,6,18
1,6,19
1,6,20
1,6,21
1,6,22
1,6,23
1,6,24
1,6,25
1,72,0
1,72,1
1,72,2
1,72,3
1,72,4
1,72,5
1,72,6
1,72,7
1,72,8
1,211,0
1,211,1
1,211,2
1,255,0
1,255,1
1,255,2
1,292,0
1,292,1
1,292,2
1,292,3
1,292,4
1,292,5
1,292,6
1,292,7
1,292,8
1,198,0
1,198,1
1,198,2
1,198,3
1,198,4
1,198,5
1,198,6
1,198,7
1,198,8
1,198,9
1,198,10
1,198,11
1,198,12
1,198,13
1,198,14
1,198,15
1,198,16
1,198,17
1,198,18
1,198,19
1,198,20
1,198,21
1,198,22
1,198,23
1,198,24
1,198,25
1,198,26
1,198,27
1,198,28
1,198,29
1,179,0
1,179,1
1,179,2
1,179,3
1,179,4
1,179,5
1,179,6
1,285,0
1,285,1
1,285,2
1,285,3
1,285,4
1,285,5
1,285,6
1,285,7
1,285,8
1,285,9
1,285,10
1,285,11
1,285,12
1,285,13
1,285,14
1,285,15
1,285,16
1,285,17
1,285,18
1,285,19
1,285,20
1,285,21
1,285,22
1,285,23
1,285,24
1,285,25
1,285,26
1,285,27
1,285,28
1,285,29
1,285,30
1,285,31
1,285,32
1,285,33
1,285,34
1,63,0
1,63,1
1,79,0
1,79,1
1,263,0
1,263,1
1,263,2
1,102,0
1,102,1
1,297,0
1,297,1
1,1,0
1,1,1
1,1,2
1,1,3
1,2,0
1,2,1
1,2,2
1,121,0
1,121,1
1,121,2
1,93,0
1,93,1
1,93,2
1,93,3
1,93,4
1,93,5
1,93,6
1,170,0
1,170,1
1,170,2
1,170,3
1,170,4
1,170,5
1,170,6
1,170,7
1,149,0
1,149,1
1,149,2
1,149,3
1,149,4
1,149,5
1,149,6
1,149,7
1,149,8
1,149,9
1,3,0
1,3,1
1,3,2
1,3,3
1,3,4
1,3,5
1,3,6
1,3,7
1,254,0
1,254,1
1,254,2
1,254,3
1,254,4
1,254,5
1,254,6
1,254,7
1,254,8
1,254,9
1,254,10
1,254,11
1,254,12
1,254,13
1,254,14
1,254,15
1,254,16
1,254,17
1,254,18
1,254,19
1,254,20
1,254,21
1,254,22
1,254,23
1,254,24
1,254,25
1,254,26
1,254,27
1,254,28
1,254,29
1,254,30
1,254,31
1,254,32
1,254,33
1,191,0
1,191,1
1,24,0
1,24,1
1,24,2
1,24,3
1,24,4
1,240,0
1,240,1
1,125,0
1,125,1
1,125,2
1,125,3
1,125,4
1,125,5
1,125,6
1,192,0
1,192,1
1,192,2
1,192,3
1,74,0
1,74,1
1,74,2
1,40,0
1,40,1
1,40,2
1,40,3
1,40,4
1,40,5
1,40,6
1,94,0
1,94,1
1,94,2
1,94,3
1,94,4
1,94,5
1,94,6
1,94,7
1,221,0
1,221,1
1,84,0
1,249,0
1,249,1
1,249,2
1,7,0
1,7,1
1,7,2
1,7,3
1,7,4
1,7,5
1,165,0
1,165,1
1,165,2
1,165,3
1,165,4
1,165,5
1,165,6
1,165,7
1,165,8
1,165,9
1,165,10
1,273,0
